TF	file	PeakCount
SydhTfbsGm12878Usf2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm12878Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.narrowPeak	5452
SydhTfbsGm12878WhipIggmus	peakSeq.optimal.wgEncodeSydhTfbsGm12878WhipIggmusAlnRep0_vs_wgEncodeSydhTfbsGm12878InputIggmusAlnRep0.narrowPeak	2016
SydhTfbsGm12878Yy1	peakSeq.optimal.wgEncodeSydhTfbsGm12878Yy1StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.narrowPeak	759
SydhTfbsGm12878Znf143166181ap	peakSeq.optimal.wgEncodeSydhTfbsGm12878Znf143166181apStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.narrowPeak	17317
SydhTfbsGm12878Zzz3	peakSeq.optimal.wgEncodeSydhTfbsGm12878Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.narrowPeak	713
SydhTfbsGm12891NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm12891NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm12891InputIggrabAlnRep0.narrowPeak	9028
SydhTfbsGm12891Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm12891Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12891InputIggmusAlnRep0.narrowPeak	15375
SydhTfbsGm12892NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm12892NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm12892InputIggrabAlnRep0.narrowPeak	2763
SydhTfbsGm12892Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm12892Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm12892InputIggmusAlnRep0.narrowPeak	11715
SydhTfbsGm15510NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm15510NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm15510InputIggrabAlnRep0.narrowPeak	9543
SydhTfbsGm15510Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm15510Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm15510InputIggmusAlnRep0.narrowPeak	13084
SydhTfbsGm18505NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm18505NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm18505InputIggrabAlnRep0.narrowPeak	5742
SydhTfbsGm18505Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm18505Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm18505InputIggmusAlnRep0.narrowPeak	13436
SydhTfbsGm18526NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm18526NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm18526InputIggrabAlnRep0.narrowPeak	1915
SydhTfbsGm18526Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm18526Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm18526InputIggmusAlnRep0.narrowPeak	9813
SydhTfbsGm18951NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm18951NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm18951InputIggrabAlnRep0.narrowPeak	12369
SydhTfbsGm18951Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm18951Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm18951InputIggmusAlnRep1.narrowPeak	12978
SydhTfbsGm19099NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm19099NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm19099InputIggrabAlnRep0.narrowPeak	16462
SydhTfbsGm19099Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm19099Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm19099InputIggmusAlnRep0.narrowPeak	11895
SydhTfbsGm19193NfkbIggrab	peakSeq.optimal.wgEncodeSydhTfbsGm19193NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm19193InputIggrabAlnRep0.narrowPeak	7340
SydhTfbsGm19193Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsGm19193Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsGm19193InputIggmusAlnRep0.narrowPeak	13603
SydhTfbsH1hescCjunIggrab	peakSeq.optimal.wgEncodeSydhTfbsH1hescCjunIggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.narrowPeak	1017
SydhTfbsH1hescCtbp2Ucd	peakSeq.optimal.wgEncodeSydhTfbsH1hescCtbp2UcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.narrowPeak	1618
SydhTfbsH1hescMaxUcd	peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.narrowPeak	8111
SydhTfbsH1hescNrf1Iggrab	peakSeq.optimal.wgEncodeSydhTfbsH1hescNrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.narrowPeak	3407
SydhTfbsH1hescRad21Iggrab	peakSeq.optimal.wgEncodeSydhTfbsH1hescRad21IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.narrowPeak	42773
SydhTfbsH1hescRfx5n494Iggrab	peakSeq.optimal.wgEncodeSydhTfbsH1hescRfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.narrowPeak	1018
SydhTfbsH1hescSuz12Ucd	peakSeq.optimal.wgEncodeSydhTfbsH1hescSuz12UcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.narrowPeak	864
SydhTfbsH1hescTbp	peakSeq.optimal.wgEncodeSydhTfbsH1hescTbpStdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputStdAlnRep1.narrowPeak	11132
SydhTfbsH1hescUsf2Iggrab	peakSeq.optimal.wgEncodeSydhTfbsH1hescUsf2IggrabAlnRep0_vs_wgEncodeSydhTfbsH1hescInputIggrabAlnRep1.narrowPeak	4190
SydhTfbsHct116Pol2Ucd	peakSeq.optimal.wgEncodeSydhTfbsHct116Pol2UcdAlnRep0_vs_wgEncodeSydhTfbsHct116InputUcdAlnRep1.narrowPeak	7837
SydhTfbsHct116Tcf4Ucd	peakSeq.optimal.wgEncodeSydhTfbsHct116Tcf4UcdAlnRep0_vs_wgEncodeSydhTfbsHct116InputUcdAlnRep1.narrowPeak	15144
SydhTfbsHek293bElk4Ucd	peakSeq.optimal.wgEncodeSydhTfbsHek293bElk4UcdAlnRep0_vs_wgEncodeSydhTfbsHek293InputUcdAlnRep1.narrowPeak	344
SydhTfbsHek293bKap1Ucd	peakSeq.optimal.wgEncodeSydhTfbsHek293bKap1UcdAlnRep0_vs_wgEncodeSydhTfbsHek293InputUcdAlnRep1.narrowPeak	9999
SydhTfbsHek293bPol2	peakSeq.optimal.wgEncodeSydhTfbsHek293bPol2StdAlnRep0_vs_wgEncodeSydhTfbsHek293bInputStdAlnRep1.narrowPeak	10014
SydhTfbsHelas3Ap2alpha	peakSeq.optimal.wgEncodeSydhTfbsHelas3Ap2alphaStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	8026
SydhTfbsHelas3Ap2gamma	peakSeq.optimal.wgEncodeSydhTfbsHelas3Ap2gammaStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	10758
SydhTfbsHelas3Baf155Iggmus	peakSeq.optimal.wgEncodeSydhTfbsHelas3Baf155IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.narrowPeak	5935
SydhTfbsHelas3Baf170Iggmus	peakSeq.optimal.wgEncodeSydhTfbsHelas3Baf170IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.narrowPeak	1417
SydhTfbsHelas3Bdp1	peakSeq.optimal.wgEncodeSydhTfbsHelas3Bdp1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	515
SydhTfbsHelas3Brca1cIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Brca1cIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	3235
SydhTfbsHelas3Brf1	peakSeq.optimal.wgEncodeSydhTfbsHelas3Brf1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	302
SydhTfbsHelas3Brf2	peakSeq.optimal.wgEncodeSydhTfbsHelas3Brf2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	123
SydhTfbsHelas3Brg1Iggmus	peakSeq.optimal.wgEncodeSydhTfbsHelas3Brg1IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.narrowPeak	65
SydhTfbsHelas3CebpbIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	35743
SydhTfbsHelas3Cfos	peakSeq.optimal.wgEncodeSydhTfbsHelas3CfosStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	8659
SydhTfbsHelas3CjunIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3CjunIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	10180
SydhTfbsHelas3Cmyc	peakSeq.optimal.wgEncodeSydhTfbsHelas3CmycStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	7440
SydhTfbsHelas3E2f1	peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	3257
SydhTfbsHelas3E2f4	peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f4StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	1056
SydhTfbsHelas3E2f6	peakSeq.optimal.wgEncodeSydhTfbsHelas3E2f6StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	1113
SydhTfbsHelas3Elk4Ucd	peakSeq.optimal.wgEncodeSydhTfbsHelas3Elk4UcdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputUcdAlnRep1.narrowPeak	3674
SydhTfbsHelas3Gcn5	peakSeq.optimal.wgEncodeSydhTfbsHelas3Gcn5StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	383
SydhTfbsHelas3Gtf2f1rapIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Gtf2f1rapIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	3368
SydhTfbsHelas3Hae2f1	peakSeq.optimal.wgEncodeSydhTfbsHelas3Hae2f1StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	5153
SydhTfbsHelas3Ini1Iggmus	peakSeq.optimal.wgEncodeSydhTfbsHelas3Ini1IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.narrowPeak	8417
SydhTfbsHelas3Irf3Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Irf3IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	708
SydhTfbsHelas3JundIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	19701
SydhTfbsHelas3Max	peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	11401
SydhTfbsHelas3Mxi1bhlhIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Mxi1bhlhIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	6254
SydhTfbsHelas3Nrf1Iggmus	peakSeq.optimal.wgEncodeSydhTfbsHelas3Nrf1IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.narrowPeak	2492
SydhTfbsHelas3P300n15Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3P300n15IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	11286
SydhTfbsHelas3Pol2s2Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2s2IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	11428
SydhTfbsHelas3Pol2	peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	11344
SydhTfbsHelas3Prdm1vIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Prdm1vIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	2142
SydhTfbsHelas3Rad21Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Rad21IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	31529
SydhTfbsHelas3Rfx5n494Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Rfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	6674
SydhTfbsHelas3Rpc155	peakSeq.optimal.wgEncodeSydhTfbsHelas3Rpc155StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	2712
SydhTfbsHelas3Smc3ab9263Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	30480
SydhTfbsHelas3Spt20	peakSeq.optimal.wgEncodeSydhTfbsHelas3Spt20StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	318
SydhTfbsHelas3Stat1Ifng30	peakSeq.optimal.wgEncodeSydhTfbsHelas3Stat1Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIfng30StdAlnRep1.narrowPeak	5629
SydhTfbsHelas3Stat3Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3Stat3IggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	3637
SydhTfbsHelas3TbpIggrab	peakSeq.optimal.wgEncodeSydhTfbsHelas3TbpIggrabAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggrabAlnRep1.narrowPeak	6933
SydhTfbsHelas3Tf3c110	peakSeq.optimal.wgEncodeSydhTfbsHelas3Tf3c110StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	3644
SydhTfbsHelas3Tr4	peakSeq.optimal.wgEncodeSydhTfbsHelas3Tr4StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	1230
SydhTfbsHelas3Usf2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.narrowPeak	8926
SydhTfbsHelas3Znf274Ucd	peakSeq.optimal.wgEncodeSydhTfbsHelas3Znf274UcdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputUcdAlnRep1.narrowPeak	95
SydhTfbsHelas3Zzz3	peakSeq.optimal.wgEncodeSydhTfbsHelas3Zzz3StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.narrowPeak	198
SydhTfbsHepg2bTr4Ucd	peakSeq.optimal.wgEncodeSydhTfbsHepg2bTr4UcdAlnRep0_vs_wgEncodeSydhTfbsHepg2bInputUcdAlnRep1.narrowPeak	1439
SydhTfbsHepg2bZnf274Ucd	peakSeq.optimal.wgEncodeSydhTfbsHepg2bZnf274UcdAlnRep0_vs_wgEncodeSydhTfbsHepg2bInputUcdAlnRep1.narrowPeak	234
SydhTfbsHepg2CebpbForskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	12011
SydhTfbsHepg2CebpbIggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	32929
SydhTfbsHepg2Chd21250Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	3913
SydhTfbsHepg2CjunIggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2CjunIggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	5809
SydhTfbsHepg2ErraForskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	303
SydhTfbsHepg2Grp20Forskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2Grp20ForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	176
SydhTfbsHepg2Hnf4aForskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	6597
SydhTfbsHepg2Hsf1Forskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2Hsf1ForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	591
SydhTfbsHepg2Irf3Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Irf3IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	186
SydhTfbsHepg2JundIggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2JundIggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	21227
SydhTfbsHepg2Maffm8194Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	28219
SydhTfbsHepg2Mafkab50322Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	58505
SydhTfbsHepg2Mafksc477Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	36894
SydhTfbsHepg2Nrf1Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	1047
SydhTfbsHepg2Pgc1aForskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2Pgc1aForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	53
SydhTfbsHepg2Pol2Forskln	peakSeq.optimal.wgEncodeSydhTfbsHepg2Pol2ForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.narrowPeak	13070
SydhTfbsHepg2Pol2Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Pol2IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	12833
SydhTfbsHepg2Pol2Pravast	peakSeq.optimal.wgEncodeSydhTfbsHepg2Pol2PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.narrowPeak	3438
SydhTfbsHepg2Rad21Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Rad21IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	30021
SydhTfbsHepg2Rfx5n494Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Rfx5n494IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	4939
SydhTfbsHepg2Srebp1Insln	peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1InslnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputInslnStdAlnRep0.narrowPeak	621
SydhTfbsHepg2Srebp1Pravast	peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp1PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.narrowPeak	114
SydhTfbsHepg2Srebp2Pravast	peakSeq.optimal.wgEncodeSydhTfbsHepg2Srebp2PravastStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputPravastStdAlnRep0.narrowPeak	103
SydhTfbsHepg2TbpIggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2TbpIggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	8618
SydhTfbsHepg2Tcf4Ucd	peakSeq.optimal.wgEncodeSydhTfbsHepg2Tcf4UcdAlnRep0_vs_wgEncodeSydhTfbsHepg2bInputUcdAlnRep1.narrowPeak	14042
SydhTfbsHepg2Usf2Iggrab	peakSeq.optimal.wgEncodeSydhTfbsHepg2Usf2IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.narrowPeak	3968
SydhTfbsHuvecCfosUcd	peakSeq.optimal.wgEncodeSydhTfbsHuvecCfosUcdAlnRep0_vs_wgEncodeSydhTfbsHuvecInputUcdAlnRep1.narrowPeak	39920
SydhTfbsHuvecCjun	peakSeq.optimal.wgEncodeSydhTfbsHuvecCjunStdAlnRep0_vs_wgEncodeSydhTfbsHuvecInputStdAlnRep0.narrowPeak	17033
SydhTfbsHuvecGata2Ucd	peakSeq.optimal.wgEncodeSydhTfbsHuvecGata2UcdAlnRep0_vs_wgEncodeSydhTfbsHuvecInputUcdAlnRep1.narrowPeak	22315
SydhTfbsHuvecMax	peakSeq.optimal.wgEncodeSydhTfbsHuvecMaxStdAlnRep0_vs_wgEncodeSydhTfbsHuvecInputStdAlnRep0.narrowPeak	4074
SydhTfbsHuvecPol2	peakSeq.optimal.wgEncodeSydhTfbsHuvecPol2StdAlnRep0_vs_wgEncodeSydhTfbsHuvecInputStdAlnRep0.narrowPeak	4304
SydhTfbsK562Atf3	peakSeq.optimal.wgEncodeSydhTfbsK562Atf3StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	634
SydhTfbsK562Bdp1	peakSeq.optimal.wgEncodeSydhTfbsK562Bdp1StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	340
SydhTfbsK562bE2f4Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bE2f4UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	6021
SydhTfbsK562bE2f6Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bE2f6UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	11864
SydhTfbsK562bGata1Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bGata1UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	1704
SydhTfbsK562bGata2Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bGata2UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	5518
SydhTfbsK562bKap1Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bKap1UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	5417
SydhTfbsK562Brf1	peakSeq.optimal.wgEncodeSydhTfbsK562Brf1StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	74
SydhTfbsK562Brf2	peakSeq.optimal.wgEncodeSydhTfbsK562Brf2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	19
SydhTfbsK562Brg1Iggmus	peakSeq.optimal.wgEncodeSydhTfbsK562Brg1IggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.narrowPeak	638
SydhTfbsK562bSetdb1MnasedUcd	peakSeq.optimal.wgEncodeSydhTfbsK562bSetdb1MnasedUcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	1126
SydhTfbsK562bSetdb1Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bSetdb1UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	2476
SydhTfbsK562bTr4Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bTr4UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	358
SydhTfbsK562bYy1Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bYy1UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	3142
SydhTfbsK562bZnf263Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bZnf263UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	1895
SydhTfbsK562bZnf274Ucd	peakSeq.optimal.wgEncodeSydhTfbsK562bZnf274UcdAlnRep0_vs_wgEncodeSydhTfbsK562bInputUcdAlnRep1.narrowPeak	256
SydhTfbsK562Ccnt2	peakSeq.optimal.wgEncodeSydhTfbsK562Ccnt2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	11169
SydhTfbsK562CebpbIggrab	peakSeq.optimal.wgEncodeSydhTfbsK562CebpbIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	30927
SydhTfbsK562Cfos	peakSeq.optimal.wgEncodeSydhTfbsK562CfosStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	4389
SydhTfbsK562Chd21250Iggrab	peakSeq.optimal.wgEncodeSydhTfbsK562Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	5862
SydhTfbsK562CjunIfna6h	peakSeq.optimal.wgEncodeSydhTfbsK562CjunIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.narrowPeak	1708
SydhTfbsK562CjunIfng30	peakSeq.optimal.wgEncodeSydhTfbsK562CjunIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.narrowPeak	3432
SydhTfbsK562CjunIfng6h	peakSeq.optimal.wgEncodeSydhTfbsK562CjunIfng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.narrowPeak	2052
SydhTfbsK562Cjun	peakSeq.optimal.wgEncodeSydhTfbsK562CjunStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	6475
